,Unnamed: 0,product_name,review_date,review_content,review_star,review_writer,reveiw_replaced,replaced_review,문장벡터화
57012,57012,[JW중외제약] 루테인지아잔틴 오메가3 1050mgx90캡슐 총3박스 EPA DHA 눈영양제 눈건강 루테인 지아잔틴,2022.11.16,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
아직 복용전이라 뭐라 쓸게 없고 한쪽 눈이 점점 침침해 져서 루테인이 좋다고 해서 먹어 볼려고 주문합니다 차후 다시 리뷰할께요
상세보기",3.0,dudw*****,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '아직', '복용', '전이', '뭐라다', '쓸다', '없다', '한쪽', '점점', '침침하다', '루테인', '좋다', '하다', '먹다', '보다', '주문', '하다', '차후', '다시', '리뷰', '하다', '상세', '보기']",아직 복용 전이 뭐라다 쓸다 한쪽 점점 침침하다 루테인 좋다 주문 차후 다시 리뷰,"[(14, 1), (19, 1), (30, 1), (80, 1), (245, 1), (282, 1), (308, 1), (463, 1), (852, 1), (984, 1), (992, 1), (1387, 1), (1501, 1), (1824, 1)]"
57073,57073,[종근당건강]아이클리어 루테인 3박스,2021.11.14,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
배송 빠른편 입니다
11일 구입 후 13일 받았어요:)

요즘 너무 피곤하고 피부도, 면역도, 그냥 몸이 고장난거 같아서 오메가며 유산균 안가리고 먹어보고 있습니다ㅠㅠ
며칠 전 여기꺼 트리플오메가 주문해서 먹고있는데 쪼꿈? 도움이 되는거 같기도?ㅋㅋㅋ 무튼 피부와 장건강 둘 다 챙겨보고자 선택해보았어요;)
그치만 눈에 보이는 효과이자 주 제품의 기능인 화장실을 규칙적으로 가는 것에 기대를 가져보고자 합니다ㅎㅎ
피부도 좋아지면 좋구요:-)
저눈 알약이 아닌 유산균은 첨이라 맛은 솔지키 놀랐어요ㅠㅠ 
약 종류를 못먹고 안좋아하는 1인이라 비타민도 젤리를 선호합니다; 그래서인지 상큼 레모나까진 아니어도….맛있을거라고 생각했어요ㅠ<<<<왜죠?ㅋㅋ
물론 제 기준이구…보편적으로는 괜찮을만한 맛입니다ㅎㅎ 근데 저한테는 약으로 느껴질거 같아요ㅠ (약 맛은아닌데 안좋아하는 맛임ㅋㅋ 새콤함이 부족한 단맛) 일단 피부를 위해 2통 비워보구 화장실 효과가 좋으면 샘플로 받은 골드를 맛보고 갈아타는 방법을 선택해야겠어요..

-추가합니다-
저는 골드가 더 맛있네여ㅎㅎ 뷰티보다 덜 달고 청포도맛이 나는데 괜찮아요:^)
근데 뷰티버젼은 히알루론산 때문인가 먹으면 뭔가 진득해지는게 거부감있지만ㅋㅋㅋ 비싼 피부과도 가는데 뭔들?ㅋㅋㅋ 참고 먹어봐야겠어여ㅠㅠ

모두 면역력도 좋아지고 건강하세요-
더보기
상세보기
상세보기
상세보기
상세보기
더보기",3.0,MyFavorite,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '배송', '빠르다', '이다', '구입', '받다', '요즘', '너무', '피곤하다', '피부', '면역', '그냥', '장난', '같다', '오메가', '유산균', '가리다', '먹다', '보고', '있다', '며칠', '여기다', '트리플', '오메가', '주문', '하다', '먹다', '쪼꿈', '도움', '되다', '같다', '틀다', '피부', '건강', '챙기다', '보고', '선택', '해보다', '그치다', '보이다', '효과', '이자', '제품', '기능', '화장실', '규칙', '가다', '기대', '가다', '보고', '하다', '피부', '좋아지다', '좋다', '알약', '아니다', '유산균', '솔지', '놀라다', '종류', '먹다', '좋아하다', '비타민', '젤리', '선호', '하다', '래서', '상큼', '레모나', '아니다', '맛있다', '생각', '하다', '물론', '기준', '이구', '보편', '괜찮다', '이다', '근데', '느껴지다', '같다', '아니다', '좋아하다', '맛임', '콤함', '부족하다', '단맛', '일단', '피부', '위해', '비우다', '보구', '화장실', '효과', '좋다', '샘플', '받다', '골드', '맛보다', '갈아타다', '방법', '선택', '하다', '추가', '하다', '골드', '맛있다', '뷰티', '청포도', '나다', '괜찮다', '근데', '뷰티', '버젼', '히알루론산', '때문', '먹다', '뭔가', '진득', '해지', '거부', '가다', '비싸다', '피부', '가다', '뭔들', '참고', '먹다', '보다', '모두', '면역', '좋아지다', '건강하다', '보기', '상세', '보기', '상세', '보기', '상세', '보기', '상세', '보기', '보기']",빨르다 구입 피곤하다 피부 면역 오메가 유산균 가리다 여기다 트리플 오메가 주문 쪼꿈 도움 틀다 피부 건강 선택 해보다 그치다 보이다 이자 제품 화장실 규칙 기대 피부 좋아지다 좋다 알약 아니다 유산균 솔지 놀라다 종류 좋아하다 비타민 젤리 선호 래서 상큼 레모나 아니다 맛있다 기준 이구 보편 괜찮다 근데 느껴지다 아니다 좋아하다 맛임 콤함 부족하다 단맛 피부 위해 비우다 보구 화장실 좋다 샘플 골드 맛보다 갈아타다 방법 선택 추가 골드 맛있다 뷰티 청포도 괜찮다 근데 뷰티 버젼 히알루론산 진득 해지 거부 비싸다 피부 뭔들 참고 면역 좋아지다 건강하다,"[(5, 1), (6, 1), (18, 1), (19, 2), (26, 1), (32, 2), (35, 1), (38, 2), (54, 3), (66, 1), (86, 1), (87, 1), (119, 2), (123, 1), (134, 1), (161, 1), (183, 1), (186, 2), (245, 1), (247, 1), (266, 1), (287, 2), (291, 1), (310, 2), (338, 1), (344, 2), (358, 1), (374, 1), (380, 1), (454, 5), (517, 1), (552, 1), (593, 1), (619, 1), (807, 1), (845, 1), (874, 1), (920, 1), (968, 1), (1063, 1), (1082, 2), (1192, 2), (1197, 1), (1371, 1), (1429, 2), (2428, 1), (2433, 1), (2627, 1), (2628, 1), (2629, 1), (2630, 1), (2631, 1), (2632, 1), (2633, 1), (2634, 1), (2635, 1), (2636, 2), (2637, 1), (2638, 1), (2639, 1), (2640, 1), (2641, 1), (2642, 1), (2643, 1), (2644, 1), (2645, 1), (2646, 1), (2647, 2), (2648, 1)]"
57094,57094,[종근당건강]아이클리어 루테인 3박스,2021.04.25,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
원래 시력이 좋은 편인데 
공부하는 수험생이라서 눈 보호용으루 먹는데
호과는 잘 모르겠지만 유통기한은 길어요:)
상세보기",3.0,ejej****,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '원래', '시력', '좋다', '공부', '하다', '수험생', '보호', '용다', '먹다', '자다', '모르다', '유통', '기한', '기다', '상세', '보기']",시력 좋다 공부 수험생 보호 용다 모르다 기다,"[(19, 1), (28, 1), (34, 1), (225, 1), (393, 1), (621, 1), (2649, 1), (2650, 1)]"
57159,57159,[종근당건강]아이클리어 루테인 3박스,2020.05.24,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
박스가 왜이리 쭈글쭈글하나요~~
안에 상품만 괜찮다면 뭔상관이랴 했는데..
상품도 찌그러지고... ㅠㅠ 약 보관하는 비닐까지 뜯긴게 꽤 되요.. 
뭐 어케 할수가 없어서 그냥 뜯긴거부터 얼릉 먹어버리기로 함..

나이가 들어가니까 영양제를 찾게되네요~ ㅎㅎ
이제부터 먹기시작합니다~~
평소 핸드폰도 자주보지만 일이 컴퓨터앞에만 앉아있다보니 뻐근해요~~
효과가 있기를 기대해봅니다~ㅎㅎ
요즘엔 영양제를 사다보면 종근당꺼만 먹게되네요~
더보기
상세보기
상세보기
상세보기",3.0,사과냥냥,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '박스', '이리', '쭈글쭈글하다', '상품', '괜찮다', '상관', '이다', '하다', '상품', '찌그러지다', '보관', '하다', '비닐', '뜯다', '되다', '어떻다', '하다', '없다', '그냥', '뜯다', '얼릉', '먹다', '버리다', '나이', '들어가다', '양제', '찾다', '되다', '이제', '먹기', '시작', '하다', '평소', '핸드폰', '자주', '보지', '컴퓨터', '앉다', '보다', '뻐근하다', '효과', '있다', '기대', '해보다', '요즘', '양제', '사다', '보다', '종근당', '먹다', '되다', '보기', '상세', '보기', '상세', '보기', '상세', '보기']",빨르다 박스 이리 쭈글쭈글하다 상품 괜찮다 상관 상품 찌그러지다 보관 비닐 어떻다 얼릉 버리다 나이 양제 먹기 시작 핸드폰 자주 보지 컴퓨터 앉다 뻐근하다 기대 해보다 양제 사다 종근당,"[(12, 1), (13, 1), (39, 2), (66, 1), (119, 1), (132, 1), (158, 1), (159, 2), (278, 1), (320, 1), (460, 1), (471, 1), (482, 1), (506, 1), (510, 1), (588, 1), (692, 1), (711, 1), (807, 1), (845, 1), (890, 1), (1166, 1), (1292, 1), (1638, 1), (2651, 1), (2652, 1), (2653, 1)]"
57181,57181,[종근당건강]아이클리어 루테인 3박스,2020.06.03,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
11번가 체험단으로 복용하게 되었습니다

기존에 루테인만 있는걸로 복용하고 있는데 이 상품은 루테인지아잔틴뿐 아니라 다른 영양소도 함께 들어있어서 종합비타민과 함께 복용하게 되면 용량을 과하게 섭취할 듯합니다.
이 상품은 비타민C 정도만 함께 복용하는게 좋을 듯하네요.
꾸준히 복용해야 효과는 알 수 있을 것 같아요.
종합비타민과 루테인을 복용했었는데 이 상품은 다른 비타민도 함께 있어서 이거 하나만 복용했습니다.
더보기
상세보기
상세보기
상세보기",3.0,제이미J,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '번가', '체험', '복용', '하다', '되어다', '기존', '루테인', '있다', '복용', '있다', '상품', '루테', '인지', '잔틴', '아니다', '다른', '영양소', '함께', '들다', '종합', '비타민', '함께', '복용', '하다', '되다', '용량', '하다', '섭취', '하다', '하다', '상품', '비타민', '정도', '함께', '복용', '하다', '좋다', '하다', '꾸준하다', '복용', '하다', '효과', '있다', '같다', '종합', '비타민', '루테인', '복용', '하다', '상품', '다른', '비타민', '함께', '있다', '하나', '복용', '하다', '보기', '상세', '보기', '상세', '보기', '상세', '보기']",번가 체험 복용 기존 루테인 복용 상품 루테 인지 잔틴 아니다 영양소 종합 비타민 복용 용량 섭취 상품 비타민 복용 좋다 꾸준하다 복용 종합 비타민 루테인 복용 상품 비타민 복용,"[(14, 7), (19, 1), (27, 1), (39, 3), (54, 1), (80, 2), (90, 1), (98, 1), (99, 1), (226, 1), (338, 4), (360, 1), (424, 1), (480, 1), (1234, 1), (1715, 2), (2456, 1)]"
57204,57204,[종근당건강]아이클리어 루테인 3박스,2021.11.29,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
우리 가족 유산균!! 항상 종근당 락토핏 유산균만 먹어요 ~ 기존 제품 다 먹고 업그레이드 된 5X는 처음 먹어봐요 ~ 기존 유산균 보다 효과가 더 좋은 거 같아요 ~ 가족들과 함께 매일 아침 공복에 먹고 있어요 ~ 잘 먹겠습니다 ~ 감사 합니다 ~ 다음에 또 주문 할게요 ^^
상세보기",3.0,주돌맹이,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '우리', '가족', '유산균', '항상', '종근당', '락토핏', '유산균', '먹다', '기존', '제품', '먹다', '업그레이드', '되다', '늘다', '처음', '먹다', '보다', '기존', '유산균', '보다', '효과', '좋다', '같다', '가족', '함께', '매일', '아침', '공복', '먹다', '있다', '자다', '먹다', '감사', '하다', '다음', '주문', '하다', '상세', '보기']",가족 유산균 항상 종근당 락토핏 유산균 기존 제품 업그레이드 늘다 기존 유산균 좋다 가족 공복 감사 주문,"[(19, 1), (25, 1), (35, 1), (245, 1), (370, 2), (480, 2), (588, 1), (717, 1), (928, 1), (1428, 1), (1429, 3), (2654, 1), (2655, 1)]"
57213,57213,[종근당건강]아이클리어 루테인 3박스,2020.10.18,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
루테인이라는게 사실 복용과 동시에 어떤 드라마틱한 효과가 있는  건강식품은 아닌거라 특별한 기대는 없지만 '안먹는것 보다는 낫겠지'라는 생각으로 구매했어요. 타사제품 구매하다가 이번에 중복할인도 해줘서 저렴하게 구매했습니다.
상세보기",3.0,72yh****,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '루테', '이르다', '사실', '복용', '동시', '어떻다', '드라마틱하다', '효과', '있다', '건강', '식품', '아니다', '특별하다', '기대다', '없다', '먹다', '낫다', '생각', '구매', '하다', '사제품', '구매', '하다', '이번', '중복', '할인', '해주다', '저렴하다', '구매', '하다', '상세', '보기']",루테 이르다 복용 동시 어떻다 드라마틱하다 건강 식품 아니다 특별하다 기대다 낫다 구매 사제품 구매 중복 할인 해주다 저렴하다 구매,"[(6, 1), (14, 1), (27, 1), (54, 1), (120, 3), (279, 1), (299, 1), (318, 1), (335, 1), (457, 1), (510, 1), (716, 1), (1054, 1), (2071, 1), (2212, 1), (2343, 1), (2656, 1), (2657, 1)]"
57214,57214,[종근당건강]아이클리어 루테인 3박스,2020.04.05,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
꾸준히 복용해보고 구매 후기 다시 수정하겠어요 지금 구매한 거라 효과는 모르고 눈이 침침하고 건조하고 불편해서 구매함
상세보기",3.0,바다사랑0721,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '꾸준하다', '복용', '해보다', '구매', '후기', '다시', '수정', '하다', '지금', '구매', '효과', '모르다', '침침하다', '건조하다', '불편하다', '구매', '상세', '보기']",꾸준하다 복용 해보다 구매 후기 다시 수정 구매 모르다 침침하다 건조하다 불편하다 구매,"[(14, 1), (28, 1), (66, 1), (120, 3), (226, 1), (282, 1), (350, 1), (365, 1), (367, 1), (463, 1), (1112, 1)]"
57281,57281,[GNM자연의품격]GNM 건조한 눈엔 루테인오메가3 6박스 (총 6개월분) / 눈건강,2022.11.30,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
40대에 들어서니 자연스레 영양제 챙겨먹게 되네요
루테인은 처음 먹어보는데 효과있음 재구매할께요
상세보기",3.0,danb*****,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '대다', '들어서다', '자연스레', '양제', '챙기다', '먹다', '되다', '루테인', '처음', '먹다', '보다', '효과', '있다', '재다', '하다', '상세', '보기']",빨르다 대다 들어서다 자연스레 양제 루테인 재다,"[(75, 1), (78, 1), (80, 1), (159, 1), (249, 1), (845, 1), (2404, 1)]"
57375,57375,[GNM자연의품격]GNM 건조한 눈엔 루테인오메가3 6박스 (총 6개월분) / 눈건강,2022.04.15,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
항상 먹는 제품이라 고민없이 주문했어요.
이 제품은 한알로 루테인.오메가3.비타민 섭취가 가능해서 좋네요.물론 한알이 크긴 하지만 이것저것 몇알 먹는거보단 한알이 편하죠.
상세보기",3.0,sk03**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '항상', '먹다', '제품', '고민', '없이', '주문', '하다', '제품', '루테', '오메가', '비타민', '섭취', '가능하다', '좋다', '물론', '크다', '하지만', '먹다', '편하다', '상세', '보기']",항상 제품 없이 주문 제품 루테 오메가 비타민 섭취 가능하다 좋다 크다 하지만 편하다,"[(19, 1), (27, 1), (32, 1), (35, 2), (90, 1), (222, 1), (245, 1), (336, 1), (338, 1), (528, 1), (567, 1), (717, 1), (1651, 1)]"
57379,57379,[GNM자연의품격]GNM 건조한 눈엔 루테인오메가3 6박스 (총 6개월분) / 눈건강,2022.04.15,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
항상 먹던거라 편하게 주문했어요.
귀차니즘때문에 루테인과 오메가3 비타민각각 먹기 귀찮았는데 이건 한알로 끝나니 좋아요
상세보기",3.0,sk03**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '항상', '먹다', '편하다', '주문', '하다', '귀차니즘', '때문', '루테인', '오메가', '비타민', '각각', '먹기', '귀찮다', '끝나다', '좋다', '상세', '보기']",항상 편하다 주문 루테인 오메가 비타민 먹기 귀찮다 끝나다 좋다,"[(12, 1), (19, 1), (32, 1), (80, 1), (222, 1), (245, 1), (338, 1), (717, 1), (990, 1), (1512, 1)]"
